Codigo,Descripcion,Fecha Compra,Fecha Venta,Inv Bodega,Inv Matriz,Inv Serena,Inv Industrial
00095925,FILTRO COMBUSTIBLE BF825                          ,,,,,,
00095926,FILTRO ACEITE BT216 ( LF701)                      ,19/01/2021,28/01/2021,,N,,
00095927,"MANOMETRO 100 PSI-4"" C/ABAJO 1/2 NPT GLIC         ",,,,,,
00095928,CORREA B-46 FENNER                                ,07/04/2020,09/04/2020,,N,,
00095929,CORREA B-63 FENNER                                ,07/04/2020,09/04/2020,,N,,
00095930,CARGADOR PARTIDOR GLADIATOR COMP 5000CC AMF 8400/1,26/03/2020,27/03/2020,,,N,
00095931,PINTURA PTC ALQUIDICA AMARILLA                    ,,,,,,
00095932,LOGO FRONTAL GRANDE WINGLE 5                      ,28/05/2021,15/09/2021,,N,N,
00095933,LOGO TRASERO CHICO WINGLE 5                       ,19/11/2020,,,N,N,
00095934,CRV                                               ,28/05/2021,,,N,N,
00095937,FOGON 1 PLATO 8  ( BAJO )                         ,,,,,,
00095938,DADO ALLEN [1/2] DE 5/8 PROTO                     ,,,,,,
00095939,PERNO HEX 8X20MM P-1.25 G10.9                     ,11/05/2020,04/01/2022,,N,,
00095941,PERNO HEX.G-2 NC 5/16 X 1/2    100416             ,,,,,,
00095944,PARKA TERMICA BLACK BULL BASIC T/L ZAUL           ,,,,,,
00095945,JARDINERA TERMICA BLACK BULL BASIC T/L ZAUL       ,,,,,,
00095946,PARKA XTR LE MANS OXFORD 300D T/L NARANJA FLUOR   ,,,,,,
00095947,PANTALON XTR LE MANS OXFORD 300D T/L NARANJO/FLUOR,,,,,,
00095948,MALLA RECT 1 0X 2 O MT  50X 20CM                  ,,,,,,
00095949,NALLA AGMA CUAD 1 0X 2 0 MT 50X50CM               ,25/03/2020,25/03/2020,,N,,
00095950,TECALAN POLY TUBE NATURAL 8 M/M.                  ,05/04/2021,05/04/2021,S,N,N,
00095951,BUJIA NGK DCPR8E-N                                ,,30/03/2020,,N,,
00095952,CLAVOS TOPOGRAFICOS ( CAJA 500 UNI.)              ,02/12/2021,09/12/2021,S,N,,N
00095954,CORREA 5V-2500 LISA OPTIBELT                      ,,,,,,
00095955,CORREA SPB-2360 LISA OPTIBELT                     ,,,,,,
00095956,CORREA SPB-1400 LISA OPTIBELT                     ,,,,,,
00095959,SOLDADORA COMPACTWELD 110 EVO INDURA              ,,,,,,
00095960,CLORO INDUSTRIAL AL 10%  BALDE 20 KG              ,,,,,,
00095961,NIPLE 4 - 4  FFORX  45° - A                       ,,,,,,
00095962,NIPLE  6 - 6  FFORX  45° - A                      ,,,,,,
00095963,NIPLE 8 -8  FFORX  45° - A                        ,,,,,,
00095964,NIPLE 10 - 10  FFORX  45° - 4                     ,,,,,,
00095965,NIPLE 16 -16 FFORX 45° INTER - A                  ,,,,,,
00095966,NIPLE  4 - 4 FFORX  90°  - A                      ,,,,,,
00095967,NIPLE  6 - 6  FFORX  90° - A                      ,,,,,,
00095968,NIPLE 8 - 8  FFORX 90° - A                        ,,,,,,
00095969,NIPLE 10 - 10  FFORX  90° - A                     ,,,,,,
00095970,NIPLE 12 - 12 FFORX 90°  -A                       ,,,,,,
00095971,NIPLE 16 -16  FFORX  90° - A                      ,,,,,,
00095972,NIPLE  4 -4  FBSPX - A                            ,,,,,,
00095973,NIPLE  6 -6 FBSPX - A                             ,,,,,,
00095974,NIPLE  8- 8 FBSPX - A                             ,,,,,,
00095975,NIPLE  10 -10 FBSPX                               ,,,,,,
00095976,NIPLE  12 -12 FBSPX -A                            ,,,,,,
00095977,BOQUILLA FIJA ALTO IMPACTO 25-47 (2.883-894.0)    ,,,,,,
00095978,NIPLE 16 -16 FBSPX - A                            ,,,,,,
00095979,NIPLE 4-4  FBSPX  45°                             ,,,,,,
00095980,NIPLE 6 -6 FBSPX 45° - A                          ,,,,,,
00095981,NIPLE 8 - 8 FBSPX  45°  - A                       ,,,,,,
00095982,NIPLE 10 -10 FBSPX 45° - A                        ,,,,,,
00095983,NIPLE 12 -12 FBSPX  45° - A                       ,,,,,,
00095984,"FERULA R2 - 1""                                    ",,,,,,
00095985,"FERULA 4SP- 4SH 1/2"" ( MR 00400-08 )              ",,,,,,
00095986,"FERULA  4SP - 4SH 5/8"" ( MR 11400 - 10 )          ",,,,,,
00095987,"FERULA  4SP - 4SH 3/4""  ( MR 00400 - 12 )         ",,,,,,
00095988,"FERULA 4SP - 4SH 1""  ( MR 00400- 16 )             ",,,,,,
00095989,ADAPTADOR  04 MJ - 04 MP                          ,,,,,,
00095990,JGO.BROCA-HSS-CO 3.0MM 10UNID.                    ,,,,,,
00095991,ADAPTADOR 12 MJ - 12 MP                           ,,,,,,
00095992,ADAPTADOR  04 MJ - 04 MB                          ,,,,,,
00095993,ADAPTADOR  06 MJ - 06 MB                          ,,,,,,
00095994,ADAPTADOR 08 MJ - 08 MB                           ,,,,,,
00095995,ADAPTADOR 10 MJ - 10 MB                           ,,,,,,
00095996,BARRA DE SEGURIDAD RECTA 40CMS                    ,27/03/2020,28/03/2020,,N,,
00095997,ADAPTADOR 12 MJ - 12 MB                           ,,,,,,
00095998,CANCAMO GIRATORIO M10 X 18                        ,28/04/2020,28/04/2020,,N,,
00095999,ADAPTADOR 16 MJ - 16 MB                           ,,,,,,
00096000,CANCAMO GIRATORIO M16 X 20                        ,28/04/2020,28/04/2020,,N,,
00096001,CANCAMO GIRATORIO M20 X 30                        ,28/04/2020,28/04/2020,,N,,
00096002,CANCAMO GIRATORIO M36 X 50                        ,28/04/2020,28/04/2020,,N,,
00096003,ADAPTADOR 04 MJ - 04 MBSPP                        ,,,,,,
00096004,ADAPTADOR 08 MJ - 08 MBSPP                        ,,,,,,
00096005,ADAPTADOR 10 MJ - 10 MBSPP                        ,,,,,,
00096006,ADAPTADOR 12 MJ - 12 MBSPP                        ,,,,,,
00096007,ADAPTADOR 16 MJ - 16 MBSPP                        ,,,,,,
00096008,ADAPTADOR 04 MJ - 04 MJ                           ,,,,,,
00096009,ADAPTADOR 06 MJ - 06 MJ                           ,,,,,,
00096010,ADAPTADOR 08 MJ - 08 MJ                           ,,,,,,
00096011,ADAPTADOR 10 MJ - 10 MJ                           ,,,,,,
00096012,ADAPTADOR 12 MJ - 12 MJ                           ,,,,,,
00096013,ADAPTADOR  16 MJ - 16 MJ                          ,,,,,,
00096014,ADAPTADOR TEE 10 MJ - 10 MJ - 10 FJX              ,,,,,,
00096015,ADAPTADOR TEE 16 MJ - 16 MJ -16 FJX               ,,,,,,
00096016,"MT. MANGUERA R2 - 1/4""                            ",,,,,,
00096017,"MT. MANGUERA  R2 - 3/8""                           ",,,,,,
00096018,"MT. MANGUERA  R2 - 1/2""                           ",,,,,,
00096019,"MT. MANGUERA  R2 - 3/4""                           ",,,,,,
00096020,"MT. MANGUERA  R2 - 1""                             ",,,,,,
00096021,"MT. MANGUERA  4SH - 3/4""                          ",,,,,,
00096022,"MT. MANGUERA 4SH - 1""                             ",,,,,,
00096023,ADAPTADOR  16 MJ - 16 MJ BKHD                     ,,,,,,
00096024,ADAPTADOR 12 MJ - 16 FJ                           ,,,,,,
00096025,ADAPTADOR  08 MJ - 12 FJ                          ,,,,,,
00096027,GUANTE HIGH GRIP YELLOW FLEX BY LEGEND T/10       ,,,,,,
00096028,GUANTE FOAM NITRILE FLEX BY LEGEND T/9            ,,,,,,
00096029,BUZO DESECHABLE BLACK BULL T/ XL NARANJO          ,,,,,,
00096031,BOQUILLA MULTIREG 90 SPITWATER                    ,03/04/2020,02/04/2020,,N,,
00096032,BOQUILLA INTERIOR 130 SPITWATER                   ,03/04/2020,,,N,,
00096033,BUSCADOR ANGULOS LD C101 SANLON                   ,08/04/2020,09/04/2020,,N,,
00096034,"TERMINAL CE/HE 25/20X1/2"" C10 2029103             ",,,,,,
00096035,TEE PRESION D  20  C/ 20 C/CEM  C10    2029066    ,,,,,,
00096036,"TAPA GORRO PVC  HI  20 X 1/2""                     ",,,,,,
00096037,BUJE CORTO 25 X 20 CEM  2028782                   ,,,,,,
00096038,TUBO PVC HIDR. 20 MM - 6MT  PN-16 CEM             ,,,,,,
00096039,TAPA GORRO PRE DIA 20 CEM     2029033             ,,,,,,
00096040,"COPLA  PVC  HI -HI  1/2 ""                         ",,,,,,
00096041,TERMINAL CE / HE 32/25X3/4 C10    2029104         ,,,,,,
00096042,ASPERSOR PLAST. GIRO  COMPLETO VYR26              ,,,,,,
00096043,"TERMINAL  CEM / HI 20X 1/2"" C10     2029112       ",,,,,,
00096045,COPLA HDPE  PN16  63MM                            ,16/09/2020,,,N,,
00096046,TUBERIA PEAD PE100 PN16 63MM  ( ROLLO 100 )       ,,,,,,
00096047,TUBERIA HDPE PE100  PN-10 63MM  ( ROLLO 100 MT )  ,,,,,,
00096050,"MT. MANGUERA AIRE -AGUA 300 PSI 1"" AMARILLA       ",,,,,,
00096053,FAROL DESTELLANTE 6 LED ROJO 12/24 V  C/INTERR.   ,,,,,,
00096054,FAROL DESTELLANTE  6LED AZUL 12/24V  C/ INTERR    ,,,,,,
00096055,FAROL 35W CREE LED 10-60V IP68 CH022              ,,,,,,
00096056,VARILLA ROSCADA M24 X 1 MT  B7                    ,22/04/2020,25/04/2020,,N,,
00096057,VARILLA ROSCADA M16 X 300 MM    B7                ,22/04/2020,25/04/2020,,N,,
00096059,GOLILLA PLANA M24                                 ,,25/04/2020,,N,,
00096060,GOLILLA PLANA M16                                 ,,25/04/2020,,N,,
00096062,BATERIA 80 PD58014 BOSCH 3958014MF                ,07/04/2020,09/04/2020,,N,,
00096063,INSERTO METRICO INOX M24-3.0 X 1.D                ,04/04/2020,06/04/2020,,N,,
00096066,MALLA ACMA 1.0 X 2.0 MT 5050                      ,27/10/2022,27/10/2022,S,N,,
00096067,ESMALTE AGUA CREMA GALON CP-70                    ,,,,,,
00096070,PLACA CIEGA C/SOPÓRTE                             ,,,,,,
00096071,TOMA CORRIENTE DOBLE 10A-16A 2P+T                 ,,,,,,
00096074,KIT DUH23Z CORTASETOS INALAMB 18V                 ,04/04/2020,03/02/2021,,S,,
00096076,TRABA VOLANTE LUXE FULL                           ,03/08/2020,05/12/2020,,N,,
00096078,BOMBA BENC ELEC 3 BAR 125 L/H                     ,16/04/2020,,,,N,
00096079,CORREA C-110  PIX                                 ,,,,,,
00096080,RESPIRADOR MASPORT 1.2 2 VIA T/L                  ,08/04/2020,13/04/2020,,,N,
00096081,CORREA 8V -1700  PIX                              ,,,,,,
00096082,FILTRO MHE-1A TODO TIPO                           ,08/04/2020,13/04/2020,,,N,
00096084,CLAVO ACERO 2.5X50 MM                             ,,,,,,
00096085,CORREA 8PK 2870 OPTIBEL                           ,,,,,,
00096086,REUMATICO WESTAKLE / SL                           ,,,,,,
00096090,CORREA OPTIBEL SK 8V - 1400                       ,,,,,,
00096091,CORREA  EN  V  FENNER   C-110                     ,,,,,,
00096092,CASCO PROSEG NARANJO C/                           ,04/05/2020,11/05/2020,,,N,
00096093,FONO MASPROT MPA 101                              ,04/05/2020,11/05/2020,,,N,
00096095,"MANOMETRO 200 PSI 4"" BR/INOX C/AB NPT 1/2         ",29/04/2020,30/04/2020,,N,,
00096096,MOLDURA 32X16 MM C/ TAPA 10040 CBR                ,,,,,,
00096097,AM 503/2BN PLACA 2/P TECNOPOLIMERO BCO            ,,,,,,
00096098,AM5979C6 CONEC/RJ45 CAT 6 MATIX                   ,,,,,,
00096100,PERNO HEX INOX 304 12X60MM P-1.75                 ,,,,,,
00096101,PERNO HEX INOX 304 12X55MM P-1.75                 ,28/04/2020,30/04/2020,,N,,
00096102,DESINFECTANTE 1 LITRO                             ,15/04/2020,16/04/2020,,,N,
00096103,FILTRO ACEITE B 262                               ,,,,,,
00096104,FILTRO AIRE RADIEL RS 3942                        ,,,,,,
00096105,FILTRO ACEITE B 7306                              ,22/04/2020,07/05/2020,,N,,
00096106,AMONIO CUATERNARIO 1:100 BIDON 5L                 ,,,,,,
00096107,DISCO CORTE CONTINUO 4 1/2 NECSO                  ,16/04/2020,,,,N,
00096108,AMPOLLETA OSRAM 24V 2845/158 T10 5W               ,16/04/2020,,,N,,
00096110,MANGUERA T/BOMBERO 60PSI 2''AZUL PVC              ,,,,,,
00096111,UNION STORZ ESPIGA 2''                            ,,,,,,
00096113,ABRAZADERA 1 PERNO  52-55 MM                      ,18/04/2020,,S,,,
00096189,BOMBA SHIMGE 0.5 QB60G                            ,22/04/2020,22/04/2020,,,,N
00096190,SOLDADURA NI 99 3/32                              ,,,,,,
00096191,SOLDADURA NI 99 1/8 (FF)                          ,,,,,,
00096192,PROYECTOR LED  C/ BATERIA 20W  220V  6000K        ,,,,,,
00096194,LOCTITE 518 CR 300 MLEN/SP  CARTUCHO              ,,25/04/2020,,N,,
00096197,CUBRE ASIENTO NEGRO CUASML13N                     ,18/04/2020,09/10/2020,S,,N,
00096199,COMPRESOR HURACAN 3100 PRO (1053133               ,22/10/2022,24/10/2022,S,N,,
00096201,ROTULA INFERIOR MAHINDRA 2017                     ,21/04/2020,21/04/2020,,N,,
00096202,ROTULA SSUPERIOR MAHINDRA 2017                    ,21/04/2020,21/04/2020,,N,,
00096211,ESTANQUE PLASTICO 2000 LITROS                     ,22/04/2020,22/04/2020,,N,,
00096214,CAJA METALICA 600X400X400 C/NEGRO                 ,,,,,,
00096218,MALLA CERCO 1G 1.85 X3 MTS                        ,07/06/2022,10/06/2022,S,N,,
00096220,CADENA NIEVE 245/80 R16 C/ROMPE HIELO PAR         ,27/06/2020,27/06/2020,,N,,
00096221,CADENA NIEVE 195/70 R15 C/ROMPE HIELO PAR         ,05/05/2020,15/07/2022,,N,,
00096222,CADENA NIEVE 145/R13/14 DOBLE RUEDA PAR           ,08/11/2021,08/11/2021,S,N,,N
00096223,CADENA NIEVE DOBLE 245/80R16 C/ROMP.HIELO PAR     ,,,,,,
00096224,PINT.EPOXICA PENGUARD TOP COAT RAL 1018  5 LT.    ,24/06/2020,,,N,,
00096227,PERNO HEX ZINC 12X35 P-1.75 G 8.8                 ,20/04/2021,06/12/2021,S,N,,
00096231,LIDO FRENOS BOSCH 500cc                           ,,,,,,
00096232,LIQUIDO FRENOS DTO4 BOSCH 500cc                   ,,,,,,
00096234,PERNO HEX ZINC MM 12X70 P-1.75 G 8.8              ,08/06/2020,10/06/2020,,N,,
00096235,PER HEX M20 X 70 -2.5 ZINC 8.8                    ,,,,,,
00096239,PERNO HEX ZINC MM16X90 P-2.0 G8.8                 ,08/06/2020,10/06/2020,,N,,
00096240,"DA O IMPACTO PROTO 1""  CUADRANTE 3/4              ",,,,,,
00096241,XXX                                               ,,,,,,
00096242,PERNO HEX ZINC MM16X70 P 2.0 G 8.8                ,08/06/2020,10/06/2020,,N,,
00096243,PERNO HEX. ZINC 14X80 MM P-2.0 G 8.8              ,08/06/2020,10/06/2020,,N,,
00096244,PERNO HEX. ZINC 14X70 MM P-2.0 G8.8  256291       ,08/06/2020,10/06/2020,,N,,
00096245,PERNO HEX ZINC 12X50 P-1.75 G 8.8                 ,16/01/2023,25/10/2022,S,N,N,N
00096247,PERNO HEX ZINC 16X50 MM P-2.0 G 8.8               ,,,,,,
00096249,CONECTOR ESPEJO 45-60 CMS                         ,,,,,,
00096250,CADENA G8 13 M/M                                  ,,,,,,
00096251,ADHESIVO 330 LOCTITE 250 ML+PRIMER 7387 128GR     ,22/09/2022,22/09/2022,S,N,,
00096252,PERNO HEX MM 8X40 G10.9 P-1.25                    ,11/05/2020,19/05/2022,,N,,
00096253,JUEGO DADOS 1/2 YT-12651 YATO                     ,,,,,,
00096256,ELEVADOR MOTOS 400 KGS TRE64001                   ,,,,,,
00096267,ESTANQUE  1000 LTS ISLA TANK                      ,,,,,,
00096270,PINRURA SPRAY RUST OLEUM 340 GRS B BRILLANTE      ,31/05/2021,31/05/2021,S,N,,
00096272,TABLET SAMSUNG GALAXY TAB A 10 1 32GB             ,,,,,,
00096274,LECTOR CODIGO BARRAS 1D WIRELESS RG-W700          ,,,,,,
00096276,ADAPTADOR MICRO USB A TIPO C                      ,16/11/2020,,,N,,
00096278,SOPORTE TABLET 7- 11                              ,,,,,,
00096279,LECTOR  BARRAS CABLE  1D                          ,01/02/2022,,S,,N,
00096280,GUARDERA NG.D-50 1/2 X 10  PLG.NAC.               ,,,,,,
00096281,PERNO COCHE 1/2X8 ZINC                            ,,,,,,
00096282,"PITON CHORRO DIRECTO 2"" CONEXION STORZ            ",,,,,,
00096283,BARRA HILO 30 X 27'' NR                           ,,,,,,
00096287,PISTOLA IMPACTO NEU SIOUX 1/2                     ,,,,,,
00096288,PISTOLA IMPACTO NEUMAT SIOUX 1/2 ALUM             ,,,,,,
00096296,PERNO RUE CORSA CROM 12X23 1.5 HEX 17             ,27/01/2023,09/07/2022,S,N,,
00096299,PIE METRO DIGITAL AC/INOX 12/300MM  6104320       ,,,,,,
00096301,BOTA BLACK BULL PUNTA 39 NEGRA                    ,,,,,,
00096303,HERVIDOR THOMAS TH-4720 2LT                       ,,,,,,
00096304,HERVIDOR THOMAS TH-5430 1.7LT                     ,,,,,,
00096306,TUBO CONDUIT C-111 20X6                           ,,,,,,
00096307,INTERRP AUTOM 6 AMP 4001D SAIM                    ,,,,,,
00096308,"SOMBRERETE GALV 4""                                ",,,,,,
00096309,BARRA FIERRO ESTRIADO 16 MM X 12 MTS              ,,,,,,
00096310,TUERCA HEX MM 24-3 C-10 ZINC                      ,,,,,,
00096311,PERNO HEX MM 24 X 80 P10.9 ZINC                   ,,,,,,
00096314,FIERRO ESTRIADO A63 10MM X 6MTS                   ,,,,,,
00096315,BARRA FIERRO ESTR. A63 12MM X 12MTS               ,,,,,,
00096317,ELEVEDAOR 2 COLUMNAS 3.8T 3HP 220V                ,,,,,,
00096318,"HISOPO PARA TUBERIA DE 2"" HELA 2052               ",,,,,,
00096319,BATERIA 12V 100AH-RA12100H RITAR                  ,,,,,,
00096320,BATERIA CT 12550 12V 55 AH                        ,,,,,,
00096321,JGO DADO 1/2 24 PIEZAS 11-32 JONNESWAY            ,,,,,,
00096322,JGO DADOS 3/4 15 PIEZAS 22-50MM JONNESWAY         ,,,,,,
00096333,CORTADOR CABLES T/CHICHARRAA 400MM FORCE 6399470  ,28/07/2020,05/08/2020,,N,,
00096337,RODAMIENTO 6006 2RS NSK                           ,14/05/2020,14/05/2020,,N,,
00096339,PISTOLA PORTA VARILLAS OXY CUT    1032366         ,,,,,,
00096340,PERNO HEX ZINC 16X50 P-2 G-8.8                    ,15/07/2020,23/12/2021,,N,,N
00096341,PERNO HEX ZINC 16X30MM P-2.0 G 8.8    260067      ,11/06/2020,15/10/2021,,N,N,
00096342,4M-N/1080P 32 HD                                  ,,,,,,
00096343,CAMARA 2MG 1/3 1MEGAPIXEL                         ,,,,,,
00096344,CAMARA 2MG 1/2.7 2MEGA                            ,,,,,,
00096345,DISCO DURO CC-280HD 4TB                           ,,,,,,
00096346,INSTALACION 4 CAMARA CONFI                        ,,,,,,
00096347,MANGUERA CALEF 2 3/4 1 TELA                       ,14/05/2020,23/05/2020,,N,,
00096348,MANGUERA CALEFA 2 1/4 1 TELA                      ,,,,,,
00096349,TUERCA HEX ZINC 14 MM -P 2.0     503649           ,15/07/2020,20/06/2022,,N,N,
00096350,TUERCA HEX ZINC 20 MM P-2.5      503658           ,05/11/2022,26/01/2023,S,N,,N
00096354,PERNO HEX ZINC 16X80 MM G 8-8 P-2.0               ,08/06/2020,10/06/2020,,N,,
00096355,PERNO HEX ZINC 20 X 80 MM P-2.5 G 8.8             ,08/06/2020,10/06/2020,,N,,
00096356,PERNO HEX ZINC 20 X 70 MM P-2.5 G 8.8             ,08/06/2020,10/06/2020,,N,,
00096357,FORMADOR DE EMP. LOCTITE 515 300 ML               ,06/05/2021,06/05/2021,S,N,,N
00096358,BARRA HILO ZINC 16 X 370 MM  G 4.8                ,18/06/2020,22/07/2020,,N,,
00096359,CONJUNTO BOQUILLAS TR (2.112.019.0)               ,29/05/2020,03/06/2020,,N,,
00096361,RASPADOR NEUMATICO CP873                          ,,,,,,
00096364,MANGUERA PULVERIZACION -ASP PUZZI (6.394.826.0)   ,04/01/2022,05/01/2022,S,N,,
00096365,"LLAVE IMPACTO 1"" TORIN                            ",,,,,,
00096366,CAMARA 28 X9-15 TR75A  KOREAN PACIF.              ,01/06/2020,01/06/2020,,N,,
00096367,CRUCETA 29 X 77   ORIGINAL                        ,,23/06/2020,,N,,
00096369,FILTRO POLEN FOTON ORIGINAL                       ,,,,,,
00096372,BARRERA NEW JERSEY BLANCO-PLASTICO                ,11/06/2020,10/06/2020,,N,,
00096373,BARRERA NEW JERSEY ROJO-PLASTICO                  ,11/06/2020,10/06/2020,,N,,
00096374,PLANCHA FIERRO LAM EN FRIO 0.8X3MTX1MT            ,02/06/2020,,,N,,
00096375,CAJA PLASTICA 28 LTS 42 X32X31                    ,,,,,,
00096376,LIJADORA ROTO ORBITAL 125MM 300W LR 605           ,27/05/2020,30/05/2020,,N,,
00096377,INTER HORARIO UNO QRD                             ,,,,,,
00096378,EQUIPO PORTATIL SOLDAR/CORTAR OXIGAS  1001845     ,,,,,,
00096379,CILINDRO OXIGENO 20 CU FT    1001845              ,,,,,,
00096380,CILINDRO ACETILENO S-10 (EQ. PORT.)               ,,,,,,
00096381,ADAPTADOR ACETILENO P/EQUIPO POORT.               ,,,,,,
00096382,"PERNO HEX 1.1/2X14"" UNC G5                        ",,,,,,
00096388,TEE 90°HDPE PN 16 63MM                            ,,,,,,
00096389,SOLDADURA DE PLATA 15% INDURA                     ,,,,,,
00096392,BOMBA DE AGUA KAESER M 57                         ,08/06/2020,08/06/2020,,N,,
00096400,TUERCA SEG METÁLICO M14-2                         ,,,,,,
00096405,TUERCA SEG METÁLICO M6-1                          ,,,,,,
00096406,TUERCA SEG METÁLICO M12-1.75                      ,,,,,,
00096408,CODO GALV 1'' HI-HI                               ,28/05/2020,28/05/2020,,N,,
00096409,PLUMA MEGA HIDRAULUICA  1 TON                     ,,,,,,
00096410,DVR 16 CHANNEL 4K 1U                              ,,,,,,
00096411,CAMARA 4MEGA 1/3                                  ,,,,,,
00096412,CAMARA 4MEGA 1/3 CMOS25/30FPS                     ,,,,,,
00096413,DISCO DURO 6TB                                    ,,,,,,
00096414,RADIO AIWA 2 DIN BT ANDROID                       ,,,,,,
00096418,SOPLETE CALENTADOR PROPANO/OXIGENO HE-505         ,07/10/2020,09/10/2020,,N,,
00096421,LLAVE IMPACTO NEU 1'' ESP 6'' SIOUX (5093CL)      ,,,,,,
00096422,MANOMETRO R134-A 68MM MALETA                      ,,,,,,
00096423,MANOMETRO COMPLETO R22-R134 CAJA                  ,,,,,,
00096424,MANOMETRO COMPLETP BRONCE MANG 1.5 MTS            ,,,,,,
00096426,CAJA GUANTE NITRILO XL AZUL                       ,,,,,,
00096427,RETEN 40- 72- 10                                  ,09/06/2020,09/06/2020,,N,,
00096428,CORTA CABLE CHICHARRA 750MCM KLEIN                ,30/09/2020,29/09/2020,,N,,
00096430,POLIETILENO NEGRO  2 X 90 MTS  DOBLE              ,,,,,,
00096432,GENERADOR 6.0 KVA LIFAN 220V -6GF-4.5             ,,,,,,
00096433,KIT VIGILANCIA DVR 8 CANALES+8 CAMARAS HD + DISCO ,,,,,,
00096434,"MONITOR SAMSUNG 23 5"" LS24F350FHL FREESYNC        ",,,,,,
00096436,PINTURA JOTAFLOOR RAPID DRY 5LTS                  ,,,,,,
00096437,MICROONDA MADENSA ONDE 20 LT                      ,,,,,,
00096442,CORREA LISA C 90 OPTIBEL                          ,,,,,,
00096444,PLANCHUELO 3R LD280-5                             ,,,,,,
00096445,SEPARADOR CERAMICA 5MM BOLSA                      ,,,,,,
00096448,TRAPERO  45X50 DOBLE                              ,04/06/2020,09/06/2020,,N,,
00096449,LLANTA R17X9                                      ,30/05/2020,30/05/2020,,N,,
00096450,LENTE BLACK BULL B200 OSCURO                      ,,,,,,
00096451,PROTECTOR DE OIDO TAPON EP-Y06 C/BOLSA            ,,,,,,
00096453,SOPLANTE  AIRE CALIENTE ELECTRON ST 230V/3400W    ,,,,,,
00096457,"CLAVOS 2""                                         ",03/12/2021,03/12/2021,S,N,,
00096458,"CLAVO 2""                                          ",,,,,,
00096459,"CLAVO 4""                                          ",,,,,,
00096460,PERNO HEX ZINC  1/2 X 1.1/2 NC  G-5  118349       ,17/06/2020,18/06/2020,,N,,
00096461,CALEFONT SPLENDID 16 LTS IONIZADO                 ,,,,,,
00096465,PERNO HEX MM 20X120 P2.0 10.9                     ,,,,,,
00096467,PARKER MM 20 X 120 12.9 P 2.0                     ,,,,,,
00096468,CILINDRO DE GAS YALE ALUMINIO                     ,03/06/2020,,,N,,
00096469,ARREGLO FLORAL                                    ,,13/08/2021,,N,,
00096471,GENERADOR DIESEL 5 KVA                            ,08/07/2020,10/07/2020,,N,,
00096473,TENSADORVVi 260 1/2-5/8-3/4 8bandit)              ,,,,,,
00096475,HEBILLAS INOX 1/2  (100 UND)                      ,,,,,,
00096476,MOPA ALGODON C/MAGO 160218                        ,26/06/2020,20/06/2020,S,N,N,N
00096484,MANGUERA RIEGO CIEGA 1/2 X 200 MTS.               ,22/06/2020,22/06/2020,,N,,
00096485,ELECTRODO ARG-812 3.25MM-1KG                      ,,,,,,
00096487,JGO.EMPAQ MOTOR KIA FRONTIER D4CB                 ,,,,,,
00096488,CULATA KIA FRONTIER D4CB S/VALV                   ,,,,,,
00096489,JGO.VALVULA ADM. FRONTIER D4CB                    ,,,,,,
00096490,JGO.VALV ESCAPE KIA FRONTIER D4CB                 ,,,,,,
00096491,CULATA KIA FRONTIER C/VALV D4CB                   ,,,,,,
00096492,KIT REPARACION CALIPER NAVARA                     ,,,,,,
00096493,VALVULA PASO SAN 110 A CEMENTAR (UCB 0110)        ,18/01/2022,18/01/2022,S,N,,
00096494,APRIETA TERMINALES DE 5.5 A 38MM                  ,11/09/2020,11/09/2020,,N,,
00096497,CARTUCHO AQUA 9 3/4 PP MELT-BLOWN                 ,,,,,,
00096499,MANGUERA DOBLE 1/4 OXICORTE GRADO T GOODYEAR.     ,,,,,,
00096500,MALLA MOSQUETERA METALICA 1 MTS                   ,,,,,,
00096501,CAD.NIEVE 205/75 R16 C/R.H TA-2816C PAR           ,,,,,,
00096502,CAD.NIEVE DOBLE 275/80R22 C/R.H PAR               ,,,,,,
00096503,TENSOR GOMA ROJO CAMION PAR                       ,,,,,,
00096508,CAUCHO NAT 1/4 S/T X 1 M                          ,11/06/2020,,S,N,,
00096510,"PELACABLES GREENLEE 1/2-3""                        ",18/06/2020,11/06/2020,,N,,
00096511,"FLEXIBLE HE-HI M10-1/2""X50CMS                     ",12/06/2020,18/06/2020,,N,,
00096512,MASILLA EPOXICA COMP.A  4 LT GL.                  ,23/06/2020,17/07/2020,,N,,
00096513,MASILLA EPOXICA COMP. B  GL.4 LT                  ,23/06/2020,17/07/2020,,N,,
00096514,PERNO HEX 3/4-10X5  304 RT C/TCA.    1134094      ,,,,,,
00096516,BARRA HILO 16 - 2X1 5.8 NR      1068007           ,26/08/2020,30/06/2020,,N,,
00096517,ESMALTE SINTETICO AZUL PACIFICO GL                ,,,S,,,
00096518,ESMALTE SINTETICO NARANJA  GL                     ,,,,,,
00096519,BARRA PLANA 50 X 3 MM X 6 TS                      ,06/07/2022,06/07/2022,S,N,,
00096520,NEUM 255/55/ R 18 YOKOHAMA                        ,,,,,,
00096521,ANGULO DOBLADO 50 X 3MM X 6 MT                    ,,,,,,
00096522,ANGULO DOBLADO 30 X 3 MM X 6 MT                   ,,,,,,
00096523,ANGULO DOBLADO 65 X 3 MM X 6 MT                   ,,,,,,
00096524,PERFIL CUADRADO 20X20X2MMX6MTS                    ,10/02/2023,,S,,,
