Codigo,Descripcion,Fecha Compra,Fecha Venta,Inv Bodega,Inv Matriz,Inv Serena,Inv Industrial
00051864,VIDRIO DOBLE 47.5 X 47.5                          ,,,,,,
00051866,VIDRIO                                            ,05/02/2016,05/02/2016,,N,,
00051867,VIDRIO CUADRUPLE 1.14 MTS X 1.26 MTS              ,,,,,,
00051868,SIKA LISTO 5K                                     ,10/12/2021,10/12/2021,S,N,,
00051890,TABLA DE 2 X A CEPILLADA                          ,,,,,,
00051891,PLANCHA DE MACIZA DE 18 MM                        ,,,,,,
00051902,PERNO A325 5/8 X 1 1/4                            ,,,,,,
00051909,PLATINA 100X10 6 MT                               ,26/05/2014,26/05/2014,,N,,
00051992,PIROXIDO RESINA VIDRIO 15 CC                      ,,27/11/2012,,N,,
00051993,COBALTO PARA RESINA VIDRIO 15 CC                  ,30/09/2022,30/09/2022,S,N,,
00052021,ALAMBRE NYA 1.5 ROJO                              ,29/01/2022,28/01/2022,S,N,,
00052022,ALAMBRE NYA 1.5  NEGRO                            ,,29/01/2013,,N,,
00052023,ALAMBRE NYA 1.5  BLANCO                           ,29/01/2022,28/01/2022,S,N,,
00052024,TAMBOR DE ACEITE 200 VAC O                        ,,27/04/2017,,N,S,
00052028,AMOLADORA NEUMATICA 4 1/2  WURTH                  ,22/11/2012,,,N,,
00052030,FRESADORA NEUMATICA 1/4 WURTH                     ,19/04/2013,,,N,,
00052038,MULTICORTADORA NEUMATICA  3 CUCHILLOS WURTH       ,,,,,,
00052102,ANALIZADOR DE BATERIAS BT-501                     ,30/06/2017,,,N,,
00052127,DETERGENTE ALCALINO UNIWASH 1KG                   ,,,,,,
00052147,PERNO HEX  42 X 240  10.9                         ,,,,,,
00052148,TUERCA HEX  42 X 240 10.9                         ,,,,,,
00052182,CONECTOR METALICO 90º  1/2                        ,,,,,,
00052183,HARRI MASTER 4 KIT INDURA                         ,,30/08/2014,,N,,
00052188,REP ALTERNADOR TOYOTA KUN                         ,18/08/2014,18/08/2014,,N,,
00052196,PI ON Y CORONA KIA                                ,30/11/2012,30/11/2012,,N,,
00052209,PERNO A325 1/2 X 2                                ,,,,,,
00052210,PERNO A325 1/2 X 2 1/2                            ,,,,,,
00052211,PERNO A325 5/8 X 2 1/2                            ,,,,,,
00052212,PERNO A325  3/4 X 2 1/2                           ,,,,,,
00052255,MOTOR PARTIDA DMAX 3.0                            ,05/12/2016,25/11/2020,,N,N,
00052276,FLANGE CLASE 300 1.1/2                            ,,,,,,
00052278,"REDUCCION 2"" A 3/4  CLASE 300 SO-SO               ",,04/12/2012,,N,,
00052282,FLANGE CLASE 150  1.1/2                           ,,,,,,
00052284,MEDIDOR LASER E-SUN                               ,,,,,,
00052292,PLANCHA ZINC ALUMI 0 35X895X2500                  ,04/04/2013,26/03/2013,,N,,
00052293,PLANCHA T500 3 MTS X 1 MT X 16 MM                 ,,,,,,
00052294,PLANCHA ACERO 2.44 MTS X 1 MT X 14 MM             ,,,,,,
00052295,PLANCHA ACERO 2.44 MTS X 1 MT X 16                ,,,,,,
00052299,AUTOMATICO 25 AMP DELIXE                          ,31/01/2015,27/08/2021,,N,N,
00052300,PLACA  SIMPLE CON SOPORTE                         ,,,,,,
00052304,ANGULO FE 80 X 80 X 6MM                           ,,,,,,
00052305,TIRA  CONDUIT GALV  3/4 X3MM                      ,20/03/2013,20/03/2013,,N,,
00052306,ASPIRADOR ACEITE NEUMATICO SAMOA                  ,,,,,,
00052313,PERFIL 60 X 40 X 2                                ,,21/02/2013,,N,,
00052314,PERFIL 50 X 50 X 3 MM                             ,19/10/2016,25/02/2016,,N,,
00052316,TAPAGOTERAS 250 GRS                               ,,06/12/2012,,N,,
00052318,FLANGUES 1 1/2 SO-SO                              ,,,,,,
00052319,CODO  1 1/2   SO-SO BRONCE                        ,,04/04/2019,,N,,
00052329,TEMASIL 1/8 -3.0 MM S/METAL PL                    ,23/02/2016,17/02/2016,,N,,
00052330,TEMASIL 1/8 C/METAL 1.50 X 1.50 AZUL              ,,,,,,
00052364,MANÓMETRO DE GAS                                  ,,,,,,
00052365,MANÓMETRO DE OXIGENO                              ,,,,,,
00052366,TERMINAL MACHO MILLER XMT 360                     ,,,,,,
00052378,FIERRO ESTRIADO 10 MM                             ,21/11/2022,21/11/2022,S,N,,
00052380,FILTRO LF00691A FLEETGUARD                        ,,,,,,
00052388,BARRA COOPER 1.0 X 1/2 C/SEG                      ,17/05/2022,25/05/2022,S,N,,
00052431,FILTRO HF35101 HIDRAULICO FLEET                   ,,,,,,
00052432,FILTRO HF35101 HIDRAULICO R1                      ,,,,,,
00052433,FILTRO HF35457 HIDRAULICO FLEET                   ,30/03/2021,06/12/2021,,,S,
00052436,FILTRO HF35010 HIDRAULICO FLETGUARD               ,,,,,,
00052438,FILTRO HF06204 HIDRAULICO FLEET                   ,,,,,,
00052439,INTERNIL 120 X 240 X 4MM                          ,,,,,,
00052440,ACEITE LINAZA  5LTS                               ,,,,,,
00052441,BARNIZ MARINO ALERCE                              ,06/10/2022,06/10/2022,S,N,,
00052442,GANCHOS PERCHEROS  BRONCE                         ,,,,,,
00052443,GOMA ANTIDESLIZANTE DUCHA                         ,26/03/2018,29/06/2022,,N,,
00052457,EMPAQUETADURA CAUCHO SINTETICO 1/16               ,,10/12/2012,,N,,
00052467,RESORTE PATA IZQUIERDA ZORRA                      ,18/01/2013,22/01/2013,,N,,
00052468,RESORTE PATA DERECHA ZORRA                        ,18/01/2013,22/01/2013,,N,,
00052475,PERFIL RECTANGULAR 20 X 20 X 2MM                  ,,,,,,
00052476,PERFIL CUADRADO 50 X 50 X 2MM                     ,12/01/2023,12/01/2023,S,N,,
00052485,EQUIPO SOLDAR LIVIANO                             ,,,,,,
00052489,PERNO INOX  16 X 35 MM                            ,,11/12/2012,,N,,
00052496,EQUIPO STANCO 2X40 ACRILICO                       ,27/06/2017,07/05/2019,,N,,
00052520,PERNO HEX 1 3/8  X 5 G8 HC                        ,,,,,,
00052529,MALLA RACHEL VERDE 80% 4.20                       ,26/02/2014,24/01/2018,,N,N,
00052532,PERNO PARKER CAB PLANA M20 X 50  12.9             ,,19/12/2012,,N,,
00052533,GOLILLA PLANA 1.3/8                               ,14/02/2022,28/03/2022,S,N,,
00052540,"CABLE ACERO GLAV. 3/4"" X6 X 24   200MTS           ",24/01/2017,25/01/2017,,N,N,
00052541,PERNO HEX. GALV.5/8 X 3 1/2                       ,,16/01/2020,,N,,
00052542,JGO PISOS GOMA 4PZAS 43X45 5CM 46X45 5CM          ,01/08/2022,17/01/2023,S,N,N,N
00052543,PISO GOMA GRANO NEGRO 3MMX1MT                     ,,06/11/2019,,N,N,
