Codigo,Tipo error,Descripcion,I.Industrial,I.La Serena,I.Matriz,I.Bodega,Ult. fecha compra,Ult.fecha venta
00022983,Descripcion erronea,RESORTE ACELER P-09 N�36                          ,N,,N,,16/04/2013,13/07/2021
00022984,Descripcion erronea,RESORTE N�136                                     ,,,N,,,30/07/2018
00022985,Descripcion erronea,RESORTE FORD 133 N�151                            ,,,,,,
00022986,Descripcion erronea,RESORTE CILINDRO 70-1 N�67                        ,,,N,,,25/05/2015
00022987,Descripcion erronea,RESORTE CILINDRO 70-A1 N�64                       ,,,N,,,07/02/2017
00022988,Descripcion erronea,RESORTE CILINDRO 70-B1 N�65                       ,,,N,,,05/10/2019
00022989,Descripcion erronea,RESORTE CILINDRO 70-C1 N�66                       ,,,N,,,23/08/2019
00022990,Descripcion erronea,RESORTE COMPRESION N� 70                          ,N,N,N,S,10/12/2019,31/12/2022
00022991,Descripcion erronea,RESORTE COMPRESION N� 71                          ,N,N,N,S,23/03/2021,22/01/2022
00022992,Descripcion erronea,RESORTE N�225                                     ,,N,N,S,,14/09/2021
00022993,Descripcion erronea,RESORTE COMPRESION N� 73                          ,N,N,N,S,23/03/2021,23/02/2022
00022994,Descripcion erronea,RESORTE COMPRESION N� 74                          ,N,N,N,S,23/03/2021,02/11/2021
00022995,Descripcion erronea,RESORTE COMPRESION N� 75                          ,N,N,N,S,23/03/2021,25/01/2023
00022996,Descripcion erronea,RESORTE COMPRESION N� 76                          ,N,N,N,S,23/03/2021,01/02/2022
00022997,Descripcion erronea,RESORTE COMPRESION N� 78                          ,N,N,N,S,23/03/2021,06/07/2022
00022998,Descripcion erronea,RESORTE COMPRESION N� 79                          ,N,S,N,S,23/03/2021,23/11/2022
00022999,Descripcion erronea,RESORTE COMPRESION N� 80                          ,N,N,N,S,23/03/2021,23/11/2022
00023000,Descripcion erronea,RESORTE COMPRESION T-07 N�47                      ,,,N,,16/04/2013,14/09/2022
00023001,Descripcion erronea,RESORTE COMPRESION T-09 N�49                      ,,,N,,16/04/2013,05/11/2020
00023007,Descripcion erronea,RESORTE COMPRESION I-02 N�58                      ,,,N,,16/04/2013,11/11/2016
00023008,Descripcion erronea,RESORTE COMPRESION I-03 N�59                      ,,,N,,16/04/2013,01/09/2016
00023009,Descripcion erronea,RESORTE COMPRESION I-04 N�60                      ,,,N,,16/04/2013,08/02/2017
00023010,Descripcion erronea,RESORTE N�61                                      ,,,N,,16/04/2013,31/03/2017
00023011,Descripcion erronea,RESORTE COMPRESION I-06 N�62                      ,,,N,,16/04/2013,05/12/2017
00023012,Descripcion erronea,RESORTE COMPRESION I-07 N�63                      ,,,N,,,05/08/2015
00023013,Descripcion erronea,RESORTE COMPRESION R-02 N�51                      ,,,N,,,03/02/2023
00023014,Descripcion erronea,RESORTE COMPRESION R-03 N�52                      ,,,N,,,08/07/2015
00023015,Descripcion erronea,RESORTE COMPRESION R-04 N�53                      ,,,N,,,10/09/2019
00023016,Descripcion erronea,RESORTE COMPRESION R-05 N�54                      ,,,N,,,30/04/2015
00023017,Descripcion erronea,RESORTE COMPRESION R-06 N�55                      ,,,N,,,14/07/2018
00023018,Descripcion erronea,RESORTE N�56                                      ,,,N,,,11/02/2016
00023019,Descripcion erronea,RESORTE COMPRESION R-01 N�50                      ,,,N,,16/04/2013,13/11/2015
00023020,Descripcion erronea,RESORTE Y-4 N�159                                 ,,,N,,,21/08/2015
00023021,Descripcion erronea,RESORTE N�191                                     ,,,,,,
00023023,Descripcion erronea,RESORTE N�194                                     ,,,N,,,18/02/2021
00023024,Descripcion erronea,RESORTE EMBRAGUE 69 N�161                         ,,,N,,16/04/2013,05/01/2022
00023026,Descripcion erronea,RESORTE EMBRAGUE Y-2 N�221                        ,,,N,,,18/08/2018
00023027,Descripcion erronea,RESORTE EMBRAGUE 70 N�198                         ,,,N,,,14/12/2015
00023028,Descripcion erronea,RESORTE EMBRAGUE 724-28 N�217                     ,,,N,,16/04/2013,19/10/2021
00023030,Descripcion erronea,RESORTE EMBRAGUE 724-30 N�218                     ,,,N,,,25/04/2017
00023032,Descripcion erronea,RESORTE EMBRAGUE 724-32 N�203                     ,,,N,,,20/07/2015
00023033,Descripcion erronea,RESORTE N�195                                     ,,,N,,,27/12/2017
00023040,Descripcion erronea,RESORTE EMBRAGUE 212 N�108                        ,,,N,,,22/10/2022
00023041,Descripcion erronea,RESORTE N�196                                     ,,,,,,
00023044,Descripcion erronea,RESORTE EMBRAGUE 68 N�156                         ,,,N,,16/04/2013,26/08/2021
00023045,Descripcion erronea,RESORTE EMBRAGUE 68-B N�104                       ,,,N,,,21/06/2019
00023046,Descripcion erronea,RESORTE N�210                                     ,,,N,,,01/12/2016
00023048,Descripcion erronea,RESORTE EMBRAGUE 85 N�130                         ,,,N,,16/04/2013,16/11/2022
00023049,Descripcion erronea,RESORTE FRENO C-4 N�211                           ,,,N,,,10/08/2016
00023050,Descripcion erronea,RESORTE EMBRAGUE D-3 N�166                        ,,,,,,
00023051,Descripcion erronea,RESORTE EMBRAGUE E-01 N�182                       ,,,N,,16/04/2013,29/08/2018
00023052,Descripcion erronea,RESORTE EMBRAGUE E-10 N�173                       ,,,N,,16/04/2013,25/08/2016
00023053,Descripcion erronea,RESORTE EMBRAGUE E-11 N�186                       ,,,N,,16/04/2013,23/03/2018
00023054,Descripcion erronea,RESORTE EMBRAGUE E-12 N�172                       ,,,N,,16/04/2013,13/12/2021
00023055,Descripcion erronea,RESORTE EMBRAGUE E-13 N�171                       ,,,N,,16/04/2013,12/04/2022
00023057,Descripcion erronea,RESORTE EMBRAGUE E-03 N�180                       ,,,N,,16/04/2013,07/02/2017
00023058,Descripcion erronea,RESORTE EMBRAGUE E-04 N�179                       ,,,N,,16/04/2013,31/10/2017
00023059,Descripcion erronea,RESORTE EMBRAGUE E-05 N�178                       ,,,N,,,24/10/2016
00023060,Descripcion erronea,RESORTE EMBRAGUE E-06 N�177                       ,,,N,,16/04/2013,15/04/2016
00023061,Descripcion erronea,RESORTE EMBRAGUE E-07 N�176                       ,,,N,,,30/04/2018
00023062,Descripcion erronea,RESORTE EMBRAGUE E-08 N�175                       ,,,N,,16/04/2013,18/08/2015
00023063,Descripcion erronea,RESORTE EMBRAGUE E-09 N�174                       ,,,N,,16/04/2013,17/02/2016
00023064,Descripcion erronea,RESORTE EMBRAGUE F-2 N�77                         ,,,N,,,13/01/2015
00023065,Descripcion erronea,RESORTE EMBRAGUE F-4 N�79                         ,,,N,,,07/06/2018
00023066,Descripcion erronea,RESORTE EMBRAGUE F-5 N�80                         ,,,N,,16/04/2013,25/11/2020
00023067,Descripcion erronea,RESORTE N�81                                      ,,,N,,,06/10/2022
00023068,Descripcion erronea,RESORTE EMBRAGUE 101-A N�158                      ,,,N,,,31/12/2022
00023072,Descripcion erronea,RESORTE FRENO 096 N�109                           ,,,N,,,25/10/2021
00023073,Descripcion erronea,RESORTE N�197                                     ,,,N,,,29/12/2015
00023074,Descripcion erronea,RESORTE ACELER 132-RH N�100                       ,,,N,,,24/09/2014
00023075,Descripcion erronea,RESORTE FRENO LL-03 N�117                         ,,,N,,,01/10/2020
00023077,Descripcion erronea,RESORTE FRENO C-14 N�121                          ,,,N,,,10/12/2021
00023078,Descripcion erronea,RESORTE FRENO O-3 N�126                           ,,,N,,,18/04/2022
00023079,Descripcion erronea,RESORTE ACELER I-86 N�131                         ,,,N,,,09/09/2022
00023080,Descripcion erronea,RESORTE N�207                                     ,,,,,,
00023082,Descripcion erronea,RESORTE FRENO LL-02 N�140                         ,,,N,,,16/11/2022
00023083,Descripcion erronea,RESORTE FRENO O-4 N�142                           ,,,N,,,05/10/2016
00023084,Descripcion erronea,RESORTE FRENO 8-B N�147                           ,,,N,,,03/04/2018
00023085,Descripcion erronea,RESORTE ACELER C-05 N�154                         ,,,N,,,11/09/2019
00023086,Descripcion erronea,RESORTE ACELER C-06 N�155                         ,,,N,,,12/11/2020
00023089,Descripcion erronea,RESORTE N�167                                     ,,,N,,,11/07/2020
00023090,Descripcion erronea,RESORTE EMBRAGUE D-5 N�168                        ,,,N,,,14/09/2016
00023091,Descripcion erronea,RESORTE FRENO B-3 N�170                           ,,,N,,,04/01/2017
00023093,Descripcion erronea,RESORTE FRENO C-16 N�183                          ,,,N,,,17/08/2015
00023094,Descripcion erronea,RESORTE N�185                                     ,,,N,,,18/03/2015
00023096,Descripcion erronea,RESORTE FRENO 212-1 N�188                         ,,,N,,,14/07/2021
00023098,Descripcion erronea,RESORTE FRENO A-3 N�193                           ,,,N,,,08/05/2020
00023101,Descripcion erronea,RESORTE N�199                                     ,,,N,,,26/07/2022
00023102,Descripcion erronea,RESORTE N�201                                     ,,,N,,,01/09/2015
00023103,Descripcion erronea,RESORTE FRENO 611 N�204                           ,,,N,,,02/03/2020
00023104,Descripcion erronea,RESORTE RAMPLA 617 N�205                          ,,,N,,,24/01/2022
00023105,Descripcion erronea,RESORTE FRENO C-19 N�212                          ,,,N,,,26/12/2022
00023106,Descripcion erronea,RESORTE FRENO 1114 N�213                          ,,,N,,,31/03/2021
00023108,Descripcion erronea,RESORTE N�219                                     ,,,N,,,09/08/2017
00023109,Descripcion erronea,RESORTE EMBRAGUE Y-1 N�220                        ,,,N,,,08/05/2018
00023110,Descripcion erronea,RESORTE EMBRAGUE Y-3 N�222                        ,,,N,,,24/06/2016
00023111,Descripcion erronea,RESORTE N�223                                     ,,,N,,,04/07/2012
00023112,Descripcion erronea,RESORTE FRENO 005 N�169                           ,,,N,,,03/09/2022
00023113,Descripcion erronea,RESORTE FRENO 616 N�214                           ,,,N,,,31/03/2021
00023118,Descripcion erronea,RESORTE CILINDRO 69-1 N�68                        ,,,N,,,08/10/2013
00023119,Descripcion erronea,RESORTE N�69                                      ,,,N,,,22/02/2013
00023120,Descripcion erronea,RESORTE N�70                                      ,,,N,,,13/03/2017
00023121,Descripcion erronea,RESORTE COMPRESION 001 N�72                       ,,,N,,,08/02/2017
00023122,Descripcion erronea,RESORTE COMPRESION 004 N�75                       ,,,N,,,02/07/2015
00023123,Descripcion erronea,RESORTE EMBRAGUE F-1 N�76                         ,,,N,,,22/12/2021
00023124,Descripcion erronea,RESORTE EMBRAGUE F-3 N�78                         ,,,N,,,24/10/2014
00023125,Descripcion erronea,RESORTE ACELER 723-38 N�85                        ,,,N,,,23/12/2019
00023126,Descripcion erronea,RESORTE ACELER 721 N�89                           ,,,N,,,31/12/2022
00023127,Descripcion erronea,RESORTE ACELER 722 N�90                           ,,,N,,,15/03/2022
00023128,Descripcion erronea,RESORTE ACELER 723 N�91                           ,,,N,,,21/12/2017
00023129,Descripcion erronea,RESORTE ACELER 725 N�92                           ,,,N,,,06/04/2018
00023130,Descripcion erronea,RESORTE FRENO 726 N�93                            ,N,,N,,,28/11/2022
00023131,Descripcion erronea,RESORTE ACELER 729 N�95                           ,,,N,,,29/10/2014
00023132,Descripcion erronea,RESORTE N�215                                     ,,,,,,
00023133,Descripcion erronea,RESORTE N�216                                     ,,,,,,
00023134,Descripcion erronea,RESORTE N�224                                     ,,,N,,,30/04/2018
00023136,Descripcion erronea,RESORTE CARBON 400 3.5X18 N�230                   ,,,,,,
00023137,Descripcion erronea,RESORTE CARBON 401 3.5X26 N�231                   ,,,N,,,14/05/2019
00023138,Descripcion erronea,RESORTE CARBON 402 5.0X31 N�232                   ,,,,,,
00023139,Descripcion erronea,RESORTE CARBON 403 4.0X65 N�233                   ,,N,,,16/08/2011,
00023140,Descripcion erronea,RESORTE CARBON 404 4.0X61 N�234                   ,,,,,,
00023141,Descripcion erronea,RESORTE CARBON 405 3.0X56 N�235                   ,,,N,,,06/12/2011
00023142,Descripcion erronea,RESORTE CARBON 406 4.0X16 N�236                   ,,,,,,
00023153,Descripcion erronea,RESORTE C-22 N�227                                ,,,N,,,17/09/2019
00023154,Descripcion erronea,RESORTE N�200                                     ,N,,N,,,09/12/2022
00023156,Descripcion erronea,RESORTE N�228                                     ,,,,,,
00023159,Descripcion erronea,RESORTE FRENO FORD 110-00 CONICO N�150            ,,,N,,,01/02/2016
00023160,Descripcion erronea,RESORTE FRENO LL-10 N�138                         ,,,N,,,14/01/2016
00023162,Descripcion erronea,RESORTE FRENO 0-1 N�120                           ,,,N,,,17/10/2020
00023164,Descripcion erronea,RESORTE FRENO 067 N�149                           ,,,N,,,18/06/2015
00023165,Descripcion erronea,RESORTE FRENO 067-B N�144                         ,,,N,,,06/05/2021
00023166,Descripcion erronea,RESORTE FRENO 106 N�209                           ,,,N,,,05/09/2016
00023167,Descripcion erronea,RESORTE FRENO 129 N�84                            ,,,N,,,07/10/2013
00023168,Descripcion erronea,RESORTE FRENO 131 N�102                           ,N,,N,,,01/03/2019
00023169,Descripcion erronea,RESORTE FRENO N-2 N�133                           ,,,N,,,18/11/2022
00023171,Descripcion erronea,RESORTE FRENO 204 N�135                           ,,,,,,
00023172,Descripcion erronea,RESORTE N�229                                     ,,,,,,
00023174,Descripcion erronea,RESORTE FRENO 215 N�86                            ,,,,,,
00023175,Descripcion erronea,RESORTE FRENO 217 N�87                            ,,,N,,16/04/2013,05/10/2022
00023176,Descripcion erronea,RESORTE FRENO 31-N N�184                          ,,,N,,,19/06/2015
00023177,Descripcion erronea,RESORTE FRENO 595 N�152                           ,,,N,,,02/04/2018
00023178,Descripcion erronea,RESORTE FRENO 595-A N�153                         ,,,N,,16/04/2013,02/03/2021
00023179,Descripcion erronea,RESORTE N�226                                     ,,,,,,
00023180,Descripcion erronea,RESORTE FRENO 614 N�208                           ,,,,,,
00023182,Descripcion erronea,RESORTE FRENO 723-40 N�88                         ,,,N,,,10/09/2016
00023188,Descripcion erronea,RESORTE FRENO 724-39 N�146                        ,,,N,,,10/09/2016
00023189,Descripcion erronea,RESORTE FRENO 724-53 N�148                        ,,,N,,,30/07/2016
00023191,Descripcion erronea,RESORTE FRENO A-5 N�145                           ,,,N,,,30/10/2015
00023192,Descripcion erronea,RESORTE FRENO A-8 N�119                           ,,,N,,,08/03/2016
00023195,Descripcion erronea,RESORTE FRENO F-000 N�189                         ,,,N,,16/04/2013,29/06/2022
00023196,Descripcion erronea,RESORTE FRENO F-1 N�143                           ,,,N,,,03/08/2015
00023197,Descripcion erronea,RESORTE FRENO L-3 N�141                           ,,,N,,,08/01/2022
00023198,Descripcion erronea,RESORTE FRENO LL-01 N�116                         ,,,N,,,03/07/2015
00023199,Descripcion erronea,RESORTE FRENO LL-09 N�139                         ,,,N,,,27/10/2016
00023200,Descripcion erronea,RESORTE FRENO M-1 N�132                           ,,,N,,,12/08/2016
00023201,Descripcion erronea,RESORTE FRENO O-4 N�112                           ,,,N,,,27/06/2018
00023202,Descripcion erronea,RESORTE FRENO U-3 N�127                           ,,,N,,,15/02/2017
00023203,Descripcion erronea,RESORTE FRENO W-01 N�110                          ,,,,,,
00023204,Descripcion erronea,RESORTE FRENO W-03 N�111                          ,,,N,,,24/12/2018
00023205,Descripcion erronea,RESORTE FRENO W-04 N�115                          ,,,N,,,13/08/2022
00023209,Descripcion erronea,RESORTE COMPRESION 002 N�73                       ,,,N,,,29/11/2016
00023210,Descripcion erronea,RESORTE COMPRESION 003 N�74                       ,,,N,,,10/04/2015
00023557,Descripcion erronea,RETEN 40X55X6.4    CIGUE�AL BERLINGO              ,,,N,,30/05/2019,30/05/2019
00023586,Descripcion erronea,RETEN 40X74X10X19 PI�ON ATAQUE LUV 4ZA1/4ZD1      ,,N,N,,29/12/2016,03/12/2022
00023971,Letras y numeros,CU 2138,,,N,,,15/06/2021
00024950,Descripcion erronea,RETEN 91X111X7.5 MITSUBISHI MONTERO TRAS. CIGUE�AL,,,N,,27/11/2018,
00025108,Solo numeros,25108                                             ,,,,S,,
00025254,Letras y numeros,C 42002,,,N,,11/09/2018,
00026503,Descripcion erronea,CAJA REG IK401 ISKRA TRACTORES JHON DEEERE        ,,N,N,,07/09/2017,21/10/2021
00027769,Descripcion erronea,POLEA CIGUE�AL CHEV SAIL 1.4 11/                  ,,,N,,01/10/2021,25/10/2017
00028081,Descripcion erronea,MICA REFLECTANTE  LH PARACH TRAS MAZDA 3 03/08    ,,,N,,30/09/2021,31/07/2012
00028417,Descripcion erronea,PI�ON 11 DTS                                      ,,,N,S,19/01/2012,05/03/2014
00028669,Descripcion erronea,BUJIA INCANDEC PN85 12V 9.5� GT204/Y103 NISSAN    ,,,N,,22/07/2016,22/07/2016
00028750,Descripcion erronea,SOLENOIDE 12V ZM4395 FIAT UNO }PALIO 8 VALVULAS   ,,S,N,,21/11/2019,13/10/2021
00029520,Descripcion erronea,PI�ON X3541 BENDIX                                ,,N,N,,06/11/2017,25/11/2017
00029910,Descripcion erronea,AGUJA CARBURADOR CHEVROLET LUV 1.6 81/}           ,,,N,,19/08/2013,09/11/2019
00029919,Letras y numeros,W 940/69,,,N,,29/09/2022,
00029925,Letras y numeros,C 20106,,,N,,29/09/2022,
00029931,Letras y numeros,WK 52/1,,,N,,29/09/2022,
00029933,Letras y numeros,WK 716/2,,,N,,29/09/2022,
00029934,Letras y numeros,WK 1060/3X,,,N,,29/09/2022,
00030135,Descripcion erronea,PI�ON CIGUE�AL 23 DTES KIA MORNING/EON/I10        ,,,N,,06/10/2020,07/10/2020
00030445,Descripcion erronea,CILIND FRENO 7/8 2PER CA�E 10X1 TRAS LH SUZ       ,,,N,,23/05/2022,09/08/2022
00030446,Descripcion erronea,CILIN FRENO 7/8 2PER CA� 10X1 TRAS LH SUZ         ,,,N,,23/05/2022,09/08/2022
00031361,Descripcion erronea,FAROL EXT PARACH .LUV 81/88                       ,,N,N,,13/11/2012,12/06/2017
00031615,Descripcion erronea,PI�ON CUENTA KLM KIA 19 DTES                      ,,,N,,28/11/2013,11/02/2019
00031636,Descripcion erronea,PI�ON CUENTA KLM KIA 20 DTES                      ,,,N,,28/11/2013,
00031695,Letras y numeros,PU 10023/1Z,,,N,,20/09/2022,
00031700,Letras y numeros,W 712/30,,,N,,05/09/2022,
00031963,Descripcion erronea,CORREA DSITRIBUCION 168                           ,,N,,S,17/12/2019,17/12/2019
00033129,Descripcion erronea,TERMOSTATO 82� CHEV S10 2.2 99/01                 ,,,N,,20/10/2022,23/12/2022
00033161,Descripcion erronea,TERMOSTATO HY/KIA 54 MM 82�                       ,,N,N,,25/09/2021,16/02/2022
00033194,Descripcion erronea,TERMOSTATO NISSAN D22  56 82� OSSCA               ,,,N,,07/01/2021,31/01/2022
00033229,Descripcion erronea,TERMOSTATO WV64MC88 88� MITS                      ,,N,N,,10/09/2022,29/10/2022
00033827,Descripcion erronea,KIT DISTRIBUCION SUZ 2.4 J24B C/PI�ONES           ,,,N,,15/09/2018,12/09/2018
00034043,Descripcion erronea,ANTIEMPA�ANTE AEROSOL 450ML                       ,,N,N,,09/09/2021,18/08/2022
00034743,Descripcion erronea,SENSOR POSICION  CIGUE�AL CHEV LUV 2.2/OPTRA      ,,,N,,05/11/2020,11/11/2020
00035985,Descripcion erronea,SENSOR POSICION CIGUE�AL HY ACCENT 94/99          ,,,,,08/06/2011,05/04/2012
00036001,Descripcion erronea,KIT DISTRIB NISS V16 GA16 T/C S/PI�ON DOBLE       ,,S,N,,02/07/2019,23/07/2021
00036046,Descripcion erronea,PI�ON DISTRIB HY D4CB(USA2)                       ,,N,N,,04/04/2013,20/11/2013
00036049,Descripcion erronea,PI�ON INF DISTRIB HY D4CB                         ,,N,N,,01/06/2016,17/07/2017
00036125,Solo numeros,444444444                                         ,,,,,,
00036404,Descripcion erronea,PI�ON CIGUE�AL KIA BESTA                          ,,N,,,01/07/2011,29/01/2013
00036546,Descripcion erronea,PI�ON ACOPLE BBA ACEITE FIAT 125/132/LADA         ,,N,,,13/07/2011,27/03/2014
00036549,Descripcion erronea,PI�ON ACOPLE BBA ACEITE FIAT 147/1050/1.3/FIOR 96 ,,S,,,13/07/2011,
